experiment_id,timestamp,repository,model,training_success,duration_seconds,retries,hyperparam_alpha,hyperparam_batch_size,hyperparam_dropout,hyperparam_epochs,hyperparam_kfold,hyperparam_learning_rate,hyperparam_max_iter,hyperparam_seed,hyperparam_weight_decay,perf_accuracy,perf_best_val_accuracy,perf_map,perf_precision,perf_rank1,perf_rank5,perf_recall,perf_test_accuracy,perf_test_loss,energy_cpu_pkg_joules,energy_cpu_ram_joules,energy_cpu_total_joules,energy_gpu_avg_watts,energy_gpu_max_watts,energy_gpu_min_watts,energy_gpu_total_joules,energy_gpu_temp_avg_celsius,energy_gpu_temp_max_celsius,energy_gpu_util_avg_percent,energy_gpu_util_max_percent,experiment_source
VulBERTa_mlp_033,2025-11-27T13:28:49.502000,VulBERTa,mlp,True,3210.464602470398,0,,,,,,,,,0.0003742612876290009,,,,,,,,,,92991.82,7386.74,100378.56,228.73242482405655,319.58,5.04,715017.5600000008,77.78023032629558,84.0,89.00863723608445,100.0,
VulBERTa_mlp_034,2025-11-27T14:23:23.242725,VulBERTa,mlp,True,3210.651802301407,0,,,,,,,,,5.993031319329748e-05,,,,,,,,,,93020.92,7409.66,100430.58,227.78484809721752,319.38,4.9,712283.2199999992,77.77070674768149,83.0,88.97057882954908,100.0,
Person_reID_baseline_pytorch_densenet121_035,2025-11-27T14:51:47.939253,Person_reID_baseline_pytorch,densenet121,True,1641.4127950668335,0,,,,44,,,,,,,,0.742554,,0.902613,0.962292,,,,54937.28,4347.68,59284.96,247.3400816582912,277.84,14.18,393765.4099999996,82.34736180904522,85.0,70.33605527638191,83.0,
Person_reID_baseline_pytorch_densenet121_036,2025-11-27T15:20:41.956668,Person_reID_baseline_pytorch,densenet121,True,1670.7168214321136,0,,,,45,,,,,,,,0.737183,,0.898159,0.960214,,,,55858.9,4360.59,60219.49,247.21811227637258,275.7,13.36,400740.55999999994,82.42628007402838,85.0,70.62368908081432,79.0,
Person_reID_baseline_pytorch_densenet121_037,2025-11-27T15:58:11.532489,Person_reID_baseline_pytorch,densenet121,True,2186.1989748477936,0,,,,,,0.045275688355853064,,,,,,0.745008,,0.898159,0.963183,,,,73327.02,5729.38,79056.4,248.9103954802263,277.49,14.38,528685.6800000006,82.59227871939737,85.0,71.32062146892656,78.0,
Person_reID_baseline_pytorch_densenet121_038,2025-11-27T16:35:55.209832,Person_reID_baseline_pytorch,densenet121,True,2200.2975261211395,0,,,,,,0.04476713769485721,,,,,,0.740465,,0.900238,0.958729,,,,73702.88,5817.24,79520.12,248.85973327093998,277.01,14.63,531813.2499999987,82.58025269068789,85.0,71.3088441740758,82.0,
Person_reID_baseline_pytorch_densenet121_039,2025-11-27T17:31:55.516281,Person_reID_baseline_pytorch,densenet121,True,3296.9053151607513,0,,,,,,,,5154,,,,0.745096,,0.904988,0.96348,,,,107784.3,8848.96,116633.26,229.78077043044325,289.23,13.96,736677.1500000011,78.29725514660012,84.0,83.65159076731129,99.0,
Person_reID_baseline_pytorch_densenet121_040,2025-11-27T18:27:26.898712,Person_reID_baseline_pytorch,densenet121,True,3267.985856771469,0,,,,,,,,4800,,,,0.742322,,0.901128,0.962886,,,,107256.11,8792.32,116048.43,224.25036815607316,290.29,14.16,712667.6700000005,78.02611705475141,84.0,84.1746381371932,100.0,
Person_reID_baseline_pytorch_densenet121_041,2025-11-27T19:05:14.876433,Person_reID_baseline_pytorch,densenet121,True,2204.59455537796,0,,,0.5575860384516412,,,,,,,,,0.731845,,0.894893,0.963777,,,,74083.98,5854.64,79938.62,246.3697851471282,279.13,15.6,527477.7100000015,82.68425969173283,85.0,71.34049509574965,83.0,
Person_reID_baseline_pytorch_densenet121_042,2025-11-27T19:42:41.082907,Person_reID_baseline_pytorch,densenet121,True,2182.8280041217804,0,,,0.4807681789599383,,,,,,,,,0.734707,,0.894299,0.95962,,,,73285.51,5725.98,79011.49,246.71554245283025,276.08,13.64,523036.9500000001,82.45566037735848,84.0,71.5433962264151,80.0,
Person_reID_baseline_pytorch_hrnet18_043,2025-11-27T21:21:17.981544,Person_reID_baseline_pytorch,hrnet18,True,5853.202738761902,0,,,,86,,,,,,,,0.767004,,0.90677,0.969121,,,,185258.07,14971.01,200229.08,241.92642155142073,257.91,12.9,1378496.7499999953,82.34661284661284,84.0,64.33590733590734,76.0,
Person_reID_baseline_pytorch_hrnet18_044,2025-11-27T22:37:25.180563,Person_reID_baseline_pytorch,hrnet18,True,4503.648414134979,0,,,,66,,,,,,,,0.748033,,0.898456,0.961698,,,,142657.86,11588.12,154245.98,241.77156093108186,258.94,14.15,1059442.9800000007,82.37608397991785,84.0,64.39046097672296,76.0,
Person_reID_baseline_pytorch_hrnet18_045,2025-11-27T23:47:21.973543,Person_reID_baseline_pytorch,hrnet18,True,4133.288360118866,0,,,,,,0.055845495392762394,,,,,,0.73844,,0.898159,0.966746,,,,130701.67,10657.77,141359.44,241.3190375528477,256.44,13.47,970343.8500000006,82.46928624720219,84.0,64.21039542402387,76.0,
Person_reID_baseline_pytorch_hrnet18_046,2025-11-28T00:57:15.430668,Person_reID_baseline_pytorch,hrnet18,True,4129.9515154361725,0,,,,,,0.033081834825995866,,,,,,0.787455,,0.921021,0.968824,,,,130736.24,10577.72,141313.96,241.28724987555967,254.33,14.25,969492.1699999988,82.19437531110005,84.0,64.00323544051767,76.0,
Person_reID_baseline_pytorch_hrnet18_047,2025-11-28T02:09:47.753413,Person_reID_baseline_pytorch,hrnet18,True,4288.816520929337,0,,,,,,,,8010,,,,0.709973,,0.883907,0.952197,,,,135663.1,10933.67,146596.77,240.70284687275327,254.28,14.11,1004452.9799999994,82.03810208483105,84.0,66.98921639108555,79.0,
Person_reID_baseline_pytorch_hrnet18_048,2025-11-28T03:22:32.494059,Person_reID_baseline_pytorch,hrnet18,True,4301.237437963486,0,,,,,,,,7319,,,,0.741353,,0.901128,0.961995,,,,136106.0,10965.48,147071.48,240.72144359464565,254.56,14.21,1007178.5199999973,82.04230401529637,84.0,66.8914913957935,78.0,
Person_reID_baseline_pytorch_hrnet18_049,2025-11-28T04:32:00.258111,Person_reID_baseline_pytorch,hrnet18,True,4104.254828214645,0,,,0.5041175754336871,,,,,,,,,0.67512,,0.860451,0.951603,,,,130318.13,10559.97,140878.1,241.8546055597296,254.2,12.61,965725.4400000003,82.20135236664163,84.0,64.2266466316053,75.0,
Person_reID_baseline_pytorch_hrnet18_050,2025-11-28T05:41:23.476082,Person_reID_baseline_pytorch,hrnet18,True,4099.714153289795,0,,,0.5353504185669111,,,,,,,,,0.554397,,0.794537,0.91538,,,,130211.59,10609.08,140820.67,241.88469541238365,258.64,14.03,964878.0499999984,82.2321383805465,84.0,64.28027074454751,75.0,
Person_reID_baseline_pytorch_pcb_051,2025-11-28T07:00:50.189132,Person_reID_baseline_pytorch,pcb,True,4703.286087751389,0,,,,70,,,,,,,,0.775188,,0.924584,0.971496,,,,158785.75,12340.98,171126.73,225.37936174863398,318.92,13.43,1031110.5800000004,77.72306010928962,84.0,96.89989071038251,100.0,
Person_reID_baseline_pytorch_pcb_052,2025-11-28T08:08:31.990848,Person_reID_baseline_pytorch,pcb,True,3998.4137613773346,0,,,,59,,,,,,,,0.777345,,0.925772,0.974466,,,,134469.21,10442.83,144912.04,224.99921316533826,319.19,12.26,875021.9400000005,77.9614296734379,84.0,96.70429416302392,100.0,
Person_reID_baseline_pytorch_pcb_053,2025-11-28T09:17:26.668301,Person_reID_baseline_pytorch,pcb,True,4071.315365076065,0,,,,,,0.0407555702206187,,,,,,0.779663,,0.925178,0.974169,,,,136593.76,10740.85,147334.61,222.7807878787877,319.16,11.21,882211.9199999992,77.73484848484848,84.0,96.6070707070707,100.0,
Person_reID_baseline_pytorch_pcb_054,2025-11-28T10:26:45.040272,Person_reID_baseline_pytorch,pcb,True,4095.010011434555,0,,,,,,0.046493484840310996,,,,,,0.774678,,0.92399,0.973278,,,,137289.66,10848.34,148138.0,219.17797388902747,318.9,10.07,872985.8699999964,77.84634697464223,84.0,96.63946773788602,100.0,
Person_reID_baseline_pytorch_pcb_055,2025-11-28T11:40:49.621171,Person_reID_baseline_pytorch,pcb,True,4381.209627628326,0,,,,,,,,3637,,,,0.775912,,0.925178,0.974762,,,,145609.63,11420.39,157030.02,222.6148603614172,317.42,12.98,948561.9199999986,79.58976766017366,84.0,96.80122037080497,100.0,
Person_reID_baseline_pytorch_pcb_056,2025-11-28T12:54:56.212383,Person_reID_baseline_pytorch,pcb,True,4383.229289531708,0,,,,,,,,6706,,,,0.778825,,0.92399,0.972981,,,,146106.35,11446.24,157552.59,221.3121698334508,315.37,14.55,943453.7800000008,79.59300961764016,85.0,96.94159042927515,100.0,
Person_reID_baseline_pytorch_pcb_057,2025-11-28T14:04:47.570184,Person_reID_baseline_pytorch,pcb,True,4127.994586229324,0,,,0.5517920530893529,,,,,,,,,0.777243,,0.925772,0.974466,,,,138150.41,10874.9,149025.31,213.46514819427176,318.44,11.55,857062.5700000011,77.78306351183063,85.0,96.72752179327522,100.0,
Person_reID_baseline_pytorch_pcb_058,2025-11-28T15:14:40.472026,Person_reID_baseline_pytorch,pcb,True,4129.538664102554,0,,,0.43648293816488937,,,,,,,,,0.777592,,0.928147,0.970012,,,,138732.1,10922.81,149654.91,213.26707918326744,318.53,12.85,856480.5900000021,77.85458167330677,84.0,96.62076693227091,100.0,
examples_mnist_059,2025-11-28T15:18:25.275340,examples,mnist,True,161.76530075073242,0,,,,11,,,,,,,,,,,,,99.0,0.0283,5081.27,388.67,5469.94,96.22805194805197,98.48,76.42,14819.120000000004,68.11688311688312,69.0,11.571428571428571,14.0,
examples_mnist_060,2025-11-28T15:20:42.280953,examples,mnist,True,73.96998119354248,0,,,,5,,,,,,,,,,,,,99.0,0.0314,2352.47,174.07,2526.54,94.99300000000001,97.41,76.01,6649.51,65.77142857142857,67.0,11.685714285714285,14.0,
examples_mnist_061,2025-11-28T15:25:02.526317,examples,mnist,True,197.20736479759216,0,,,,,,0.018374558818943208,,,,,,,,,,,98.0,0.0784,6321.45,483.39,6804.84,95.8517368421053,97.8,75.77,18211.830000000005,65.6,66.0,12.08421052631579,14.0,
examples_mnist_062,2025-11-28T15:29:23.250474,examples,mnist,True,197.68617725372314,0,,,,,,0.005920933399374816,,,,,,,,,,,95.0,0.1671,6321.34,479.95,6801.29,95.33421052631581,97.26,77.75,18113.500000000004,64.7421052631579,66.0,11.978947368421053,14.0,
examples_mnist_063,2025-11-28T15:33:26.024348,examples,mnist,True,179.73777294158936,0,,86,,,,,,,,,,,,,,,99.0,0.0256,5508.31,424.53,5932.84,94.0734104046243,96.19,74.79,16274.700000000003,64.41618497109826,65.0,9.635838150289016,11.0,
examples_mnist_064,2025-11-28T15:37:24.902955,examples,mnist,True,175.8431203365326,0,,123,,,,,,,,,,,,,,,99.0,0.0253,5329.27,416.65,5745.92,93.53236686390531,95.44,74.97,15806.969999999998,63.562130177514796,65.0,8.21301775147929,10.0,
examples_mnist_065,2025-11-28T15:41:47.859598,examples,mnist,True,199.91833519935608,0,,,,,,,,118,,,,,,,,,99.0,0.0307,6403.23,483.0,6886.23,94.01088082901556,95.97,74.24,18144.100000000002,63.424870466321245,64.0,11.637305699481866,14.0,
examples_mnist_066,2025-11-28T15:46:08.596921,examples,mnist,True,197.6991684436798,0,,,,,,,,1158,,,,,,,,,99.0,0.0284,6345.3,478.48,6823.78,94.0886842105263,96.16,73.68,17876.849999999995,63.294736842105266,64.0,11.921052631578947,14.0,
examples_mnist_rnn_067,2025-11-28T15:50:37.744754,examples,mnist_rnn,True,206.1109688282013,0,,,,9,,,,,,,,,,,,,95.0,0.162,8398.65,499.27,8897.92,10.190050761421324,84.1,4.12,2007.4400000000007,50.33502538071066,60.0,0.0,0.0,
examples_mnist_rnn_068,2025-11-28T15:54:43.494801,examples,mnist_rnn,True,182.71368408203125,0,,,,8,,,,,,,,,,,,,95.0,0.1641,7452.73,441.24,7893.97,10.134400000000005,80.41,3.63,1773.520000000001,44.074285714285715,51.0,0.011428571428571429,2.0,
examples_mnist_rnn_069,2025-11-28T16:01:02.154000,examples,mnist_rnn,True,315.6199290752411,0,,,,,,0.01209179539420122,,,,,,,,,,,65.0,1.154,12907.24,776.72,13683.96,7.5031907894736865,78.51,3.63,2280.9700000000007,40.63157894736842,48.0,0.009868421052631578,3.0,
examples_mnist_rnn_070,2025-11-28T16:07:26.030966,examples,mnist_rnn,True,320.8381037712097,0,,,,,,0.0112901530923658,,,,,,,,,,,63.0,1.2095,13122.17,801.36,13923.53,7.513495145631074,78.46,3.82,2321.670000000002,38.82847896440129,46.0,0.006472491909385114,2.0,
examples_mnist_rnn_071,2025-11-28T16:12:17.148324,examples,mnist_rnn,True,228.08128905296326,0,,92,,,,,,,,,,,,,,,92.0,0.2553,8147.77,584.14,8731.91,8.747181818181817,77.51,3.67,1924.3799999999999,38.481818181818184,44.0,0.013636363636363636,3.0,
examples_mnist_rnn_072,2025-11-28T16:16:59.113264,examples,mnist_rnn,True,218.92919826507568,0,,121,,,,,,,,,,,,,,,91.0,0.3006,7609.71,577.94,8187.65,9.017772511848335,78.04,3.8,1902.7499999999986,38.37440758293839,44.0,0.0,0.0,
examples_mnist_rnn_073,2025-11-28T16:23:19.481515,examples,mnist_rnn,True,317.32926511764526,0,,,,,,,,9809,,,,,,,,,95.0,0.157,12967.78,779.49,13747.27,7.3482679738562116,77.8,3.46,2248.5700000000006,37.447712418300654,44.0,0.00980392156862745,3.0,
examples_mnist_rnn_074,2025-11-28T16:29:39.117406,examples,mnist_rnn,True,316.596932888031,0,,,,,,,,7107,,,,,,,,,96.0,0.1383,12937.68,775.26,13712.94,7.210524590163938,77.42,3.38,2199.210000000001,36.88852459016393,44.0,0.009836065573770493,3.0,
examples_siamese_075,2025-11-28T16:36:21.555362,examples,siamese,True,339.39960956573486,0,,,,11,,,,,,,,,,,,,99.0,0.0,10728.71,816.2,11544.91,170.15428571428575,177.82,67.04,55980.76000000001,66.13981762917933,72.0,49.48024316109422,52.0,
examples_siamese_076,2025-11-28T16:41:01.742433,examples,siamese,True,217.15062713623047,0,,,,7,,,,,,,,,,,,,99.0,0.0,6844.19,526.83,7371.02,175.1333014354067,179.6,74.74,36602.86,71.50717703349282,74.0,49.68421052631579,52.0,
examples_siamese_077,2025-11-28T16:49:11.611680,examples,siamese,True,426.82977843284607,0,,,,,,0.012357076025948762,,,,,,,,,,,99.0,0.0,13514.98,1050.83,14565.81,179.44502415458936,183.63,75.19,74290.23999999999,74.01690821256038,76.0,50.369565217391305,52.0,
examples_siamese_078,2025-11-28T16:57:22.423322,examples,siamese,True,427.772319316864,0,,,,,,0.007751883747355406,,,,,,,,,,,98.0,0.0001,13513.94,1043.63,14557.57,183.36939759036136,187.05,76.1,76098.29999999996,75.65301204819278,77.0,50.12771084337349,52.0,
examples_siamese_079,2025-11-28T17:01:26.524864,examples,siamese,True,181.06510376930237,0,,80,,,,,,,,,,,,,,,99.0,0.0,5773.72,448.29,6222.01,194.53373563218398,202.35,76.33,33848.87000000001,76.13218390804597,78.0,53.92528735632184,62.0,
examples_siamese_080,2025-11-28T17:05:45.889570,examples,siamese,True,196.32851839065552,0,,73,,,,,,,,,,,,,,,100.0,0.0,6249.07,490.78,6739.85,194.86158730158724,201.82,76.17,36828.83999999999,76.31746031746032,79.0,55.629629629629626,59.0,
examples_siamese_081,2025-11-28T17:13:56.835725,examples,siamese,True,427.906893491745,0,,,,,,,,6487,,,,,,,,,100.0,0.0,13518.47,1063.72,14582.19,185.11853012048186,189.42,76.28,76824.18999999997,76.53253012048192,78.0,50.2144578313253,52.0,
examples_siamese_082,2025-11-28T17:22:09.484850,examples,siamese,True,429.6096022129059,0,,,,,,,,9527,,,,,,,,,100.0,0.0,13571.65,1079.37,14651.02,184.60163461538468,188.46,76.33,76794.28000000003,76.8485576923077,78.0,50.125,52.0,
examples_mnist_ff_083,2025-11-28T17:23:30.661695,examples,mnist_ff,True,18.120202779769897,0,,10000,,,,,,,,,,,,,,,,,502.48,41.45,543.93,179.41800000000003,319.37,76.48,2691.2700000000004,70.0,78.0,40.4,100.0,
examples_mnist_ff_084,2025-11-28T17:24:51.428976,examples,mnist_ff,True,17.733577489852905,0,,10000,,,,,,,,,,,,,,,,,494.76,41.25,536.01,180.1746666666667,319.08,75.25,2702.6200000000003,68.46666666666667,76.0,40.666666666666664,100.0,
examples_mnist_ff_085,2025-11-28T17:26:06.165434,examples,mnist_ff,True,11.702882051467896,0,,,,13,,,,,,,,,,,,,,,312.65,26.55,339.2,84.64888888888889,101.09,77.22,761.84,61.77777777777778,63.0,0.7777777777777778,4.0,
examples_mnist_ff_086,2025-11-28T17:27:20.931898,examples,mnist_ff,True,11.733038902282715,0,,,,11,,,,,,,,,,,,,,,312.98,27.1,340.08,83.13222222222223,98.46,74.27,748.19,59.888888888888886,61.0,0.7777777777777778,4.0,
examples_mnist_ff_087,2025-11-28T17:28:41.678589,examples,mnist_ff,True,17.712709188461304,0,,,,,,0.0069067486661833185,,,,,,,,,,,,,493.3,40.76,534.06,178.38466666666667,318.11,75.41,2675.77,63.733333333333334,72.0,40.266666666666666,100.0,
examples_mnist_ff_088,2025-11-28T17:30:02.435175,examples,mnist_ff,True,17.722663164138794,0,,,,,,0.014657713959024628,,,,,,,,,,,,,494.1,40.39,534.49,177.85333333333332,318.66,73.18,2667.7999999999997,63.93333333333333,72.0,40.4,100.0,
examples_mnist_ff_089,2025-11-28T17:31:23.285448,examples,mnist_ff,True,17.816365480422974,0,,,,,,,,5179,,,,,,,,,,,495.96,40.61,536.57,176.22666666666666,318.67,72.6,2643.4,63.733333333333334,72.0,41.13333333333333,100.0,
examples_mnist_ff_090,2025-11-28T17:32:44.008226,examples,mnist_ff,True,17.68898606300354,0,,,,,,,,5353,,,,,,,,,,,493.15,39.84,532.99,177.148,318.97,72.9,2657.22,63.2,71.0,40.4,100.0,
bug-localization-by-dnn-and-rvsm_default_001,2025-12-01T22:26:51.448233,bug-localization-by-dnn-and-rvsm,default,True,483.62967896461487,0,,,,,6,,,,,,,,,,,,,,30731.19,1182.55,31913.74,69.76795238095238,77.79,42.09,14651.27,45.91428571428571,46.0,0.20952380952380953,3.0,
bug-localization-by-dnn-and-rvsm_default_002,2025-12-01T22:31:36.094234,bug-localization-by-dnn-and-rvsm,default,True,221.6116201877594,0,,,,,3,,,,,,,,,,,,,,13624.89,539.28,14164.17,69.52431372549022,77.92,44.22,7091.480000000001,46.990196078431374,47.0,0.049019607843137254,2.0,
examples_mnist_003,2025-12-01T22:35:54.263257,examples,mnist,True,195.13207340240479,0,,76,,,,,,,,,,,,,,,99.0,0.0258,5825.47,445.64,6271.11,88.723606557377,92.3,69.16,16236.419999999991,54.13661202185792,58.0,9.027322404371585,11.0,
examples_mnist_004,2025-12-01T22:40:23.026120,examples,mnist,True,205.72274374961853,0,,23,,,,,,,,,,,,,,,99.0,0.0295,6689.11,483.67,7172.78,93.22954545454546,96.61,71.92,18459.45,58.994949494949495,62.0,13.04040404040404,15.0,
examples_mnist_rnn_005,2025-12-01T22:45:03.633712,examples,mnist_rnn,True,217.5713438987732,0,,120,,,,,,,,,,,,,,,91.0,0.3118,7521.64,558.46,8080.1,9.426937799043065,82.1,3.68,1970.2300000000005,46.54545454545455,57.0,0.0,0.0,
examples_mnist_rnn_006,2025-12-01T22:51:01.552667,examples,mnist_rnn,True,294.8808252811432,0,,38,,,,,,,,,,,,,,,95.0,0.1632,11703.67,716.82,12420.49,7.819612676056335,78.76,3.78,2220.769999999999,39.566901408450704,47.0,0.01056338028169014,3.0,
examples_siamese_007,2025-12-01T22:55:22.986168,examples,siamese,True,198.397212266922,0,,72,,,,,,,,,,,,,,,99.0,0.0,6333.6,481.51,6815.11,181.52125654450273,193.02,67.85,34670.56000000002,64.90052356020942,72.0,53.75916230366492,61.0,
examples_siamese_008,2025-12-01T22:59:08.384699,examples,siamese,True,162.36270260810852,0,,89,,,,,,,,,,,,,,,100.0,0.0,5185.38,391.43,5576.81,192.44653846153844,202.92,74.61,30021.659999999996,71.58333333333333,75.0,56.12179487179487,60.0,
examples_mnist_ff_009,2025-12-01T23:00:29.618319,examples,mnist_ff,True,18.19994807243347,0,,,,,,,,,,,,,,,,,,,500.28,39.78,540.06,178.99266666666665,318.81,74.82,2684.89,66.73333333333333,74.0,40.46666666666667,100.0,
examples_mnist_ff_010,2025-12-01T23:01:50.375482,examples,mnist_ff,True,17.723042726516724,0,,,,,,,,,,,,,,,,,,,493.51,38.74,532.25,178.34933333333336,319.04,74.27,2675.2400000000002,64.4,72.0,41.06666666666667,100.0,
examples_mnist_ff_011,2025-12-01T23:03:03.657687,examples,mnist_ff,True,10.248409509658813,0,,104,,,,,,,,,,,,,,,,,272.07,22.16,294.23,83.095,90.97,73.24,664.76,57.875,59.0,6.0,23.0,
examples_mnist_ff_012,2025-12-01T23:04:16.923978,examples,mnist_ff,True,10.23265790939331,0,,113,,,,,,,,,,,,,,,,,271.22,21.96,293.18,82.05,89.96,72.16,656.4,55.625,56.0,6.125,23.0,
examples_mnist_ff_013,2025-12-01T23:05:31.621347,examples,mnist_ff,True,11.663469791412354,0,,,,5,,,,,,,,,,,,,,,310.21,25.1,335.31,79.90777777777777,88.99,71.64,719.17,54.333333333333336,55.0,0.6666666666666666,4.0,
examples_mnist_ff_014,2025-12-01T23:06:46.364317,examples,mnist_ff,True,11.709464073181152,0,,,,8,,,,,,,,,,,,,,,310.8,24.85,335.65,80.19777777777777,92.2,71.76,721.78,53.22222222222222,54.0,0.7777777777777778,4.0,
examples_mnist_ff_015,2025-12-01T23:08:07.073711,examples,mnist_ff,True,17.67577075958252,0,,,,,,0.006434709808314848,,,,,,,,,,,,,490.42,38.65,529.07,175.66199999999998,318.43,71.77,2634.93,57.53333333333333,66.0,39.2,100.0,
examples_mnist_ff_016,2025-12-01T23:09:27.797219,examples,mnist_ff,True,17.689695596694946,0,,,,,,0.005612634087270989,,,,,,,,,,,,,491.65,38.47,530.12,175.87266666666667,318.7,71.68,2638.09,58.6,67.0,39.93333333333333,100.0,
examples_mnist_ff_017,2025-12-01T23:10:48.582589,examples,mnist_ff,True,17.751376152038574,0,,,,,,,,605,,,,,,,,,,,492.32,38.55,530.87,175.788,318.97,71.89,2636.82,59.266666666666666,67.0,41.13333333333333,100.0,
examples_mnist_ff_018,2025-12-01T23:12:09.282495,examples,mnist_ff,True,17.665997743606567,0,,,,,,,,3696,,,,,,,,,,,490.34,38.84,529.18,175.536,318.82,71.69,2633.04,59.2,67.0,40.53333333333333,100.0,
MRT-OAST_default_001,2025-12-02T19:20:10.686267,MRT-OAST,default,True,1300.2032346725464,0,,,0.04270586130294716,,,,,,,4934.0,,,0.999124,,,0.944146,,,38422.61,2977.18,41399.79,250.51941971383167,318.71,68.4,315153.4300000002,78.25039745627981,84.0,92.18124006359301,98.0,
Person_reID_baseline_pytorch_hrnet18_002,2025-12-02T20:30:29.017377,Person_reID_baseline_pytorch,hrnet18,True,4154.828181505203,0,,,,,,0.03294905709564009,,,,,,0.781272,,0.917162,0.967637,,,,131307.6,10521.44,141829.04,235.36458395245188,256.76,10.97,950402.1900000006,82.48117880138682,84.0,64.02922238732046,75.0,
Person_reID_baseline_pytorch_hrnet18_003,2025-12-02T21:40:22.163269,Person_reID_baseline_pytorch,hrnet18,True,4129.6392657756805,0,,,0.3413492264894854,,,,,,,,,0.765036,,0.914192,0.967043,,,,130989.6,10323.59,141313.19,233.34757839721306,258.67,14.88,937590.570000002,82.33424589347935,84.0,64.84718765555003,77.0,
Person_reID_baseline_pytorch_hrnet18_004,2025-12-02T22:52:50.341819,Person_reID_baseline_pytorch,hrnet18,True,4284.674800634384,0,,,,,,,,8691,,,,0.738058,,0.894002,0.95962,,,,135494.72,10702.73,146197.45,235.99072919165263,257.6,12.78,983845.3499999999,82.43343727512593,84.0,67.51451187335093,79.0,
Person_reID_baseline_pytorch_pcb_005,2025-12-03T00:33:05.018415,Person_reID_baseline_pytorch,pcb,True,5951.126707792282,0,,,,88,,,,,,,,0.77076,,0.92785,0.969418,,,,200095.53,15489.01,215584.54,218.64594197893237,319.16,13.99,1266178.6499999973,77.91832153341392,84.0,97.18010706268348,100.0,
Person_reID_baseline_pytorch_pcb_006,2025-12-03T01:43:02.242049,Person_reID_baseline_pytorch,pcb,True,4133.847870588303,0,,,,,,0.04877361562570654,,,,,,0.7765,,0.924287,0.972684,,,,138942.73,10695.32,149638.05,213.47924396916252,318.42,12.1,858400.0400000025,78.02138771449889,84.0,96.66500870430241,100.0,
Person_reID_baseline_pytorch_pcb_007,2025-12-03T02:52:50.556130,Person_reID_baseline_pytorch,pcb,True,4124.952593803406,0,,,0.4384615268137537,,,,,,,,,0.77739,,0.926366,0.973278,,,,138421.84,10669.96,149091.8,214.1455757726819,319.32,11.16,859152.0499999998,77.94042871385842,84.0,96.62911266201395,100.0,
Person_reID_baseline_pytorch_pcb_008,2025-12-03T04:06:48.887128,Person_reID_baseline_pytorch,pcb,True,4374.965131282806,0,,,,,,,,5486,,,,0.775638,,0.925772,0.972981,,,,146204.96,11250.04,157455.0,222.55932549941272,317.9,14.13,946989.9300000011,79.77273795534666,85.0,96.96592244418332,100.0,
examples_mnist_ff_009,2025-12-03T04:08:02.184832,examples,mnist_ff,True,10.263314723968506,0,,81,,,,,,,,,,,,,,,,,272.29,22.23,294.52,86.36749999999999,93.73,77.1,690.9399999999999,65.625,66.0,6.25,24.0,
examples_mnist_ff_010,2025-12-03T04:09:16.905609,examples,mnist_ff,True,11.68743371963501,0,,,,14,,,,,,,,,,,,,,,312.87,25.16,338.03,90.46111111111112,122.43,76.56,814.1500000000001,64.66666666666667,66.0,0.7777777777777778,4.0,
examples_mnist_ff_011,2025-12-03T04:10:37.715921,examples,mnist_ff,True,17.776339530944824,0,,,,,,0.012684299171363001,,,,,,,,,,,,,496.99,39.32,536.31,181.20066666666668,318.61,78.46,2718.01,68.26666666666667,76.0,41.0,100.0,
examples_mnist_ff_012,2025-12-03T04:11:58.498663,examples,mnist_ff,True,17.748979091644287,0,,,,,,,,3839,,,,,,,,,,,493.9,39.07,532.97,180.65466666666669,319.66,75.89,2709.82,67.73333333333333,76.0,41.13333333333333,100.0,
MRT-OAST_default_001,2025-12-03T23:20:40.746676,MRT-OAST,default,True,1533.5570950508118,0,,,,12,,,,,,4745.0,,,0.986171,,,0.855606,,,45352.02,3493.48,48845.5,258.5023537323467,318.41,68.19,384392.9999999996,78.24142568930733,84.0,92.86953597848016,97.0,
Person_reID_baseline_pytorch_hrnet18_002,2025-12-04T00:29:59.987354,Person_reID_baseline_pytorch,hrnet18,True,4095.738848924637,0,,,,,,0.0724324979826298,,,,,,0.626317,,0.832245,0.936461,,,,129541.75,10292.75,139834.5,244.4278017565872,257.99,13.19,974044.79,81.96486825595984,84.0,64.0762860727729,75.0,
Person_reID_baseline_pytorch_hrnet18_003,2025-12-04T01:39:40.473664,Person_reID_baseline_pytorch,hrnet18,True,4116.980088710785,0,,,0.309570947708524,,,,,,,,,0.770546,,0.914489,0.967637,,,,130362.49,10572.29,140934.78,243.74341573033672,256.78,13.53,976192.3799999986,82.02846441947565,84.0,63.874406991260926,75.0,
Person_reID_baseline_pytorch_hrnet18_004,2025-12-04T02:52:04.281488,Person_reID_baseline_pytorch,hrnet18,True,4280.294857263565,0,,,,,,,,5562,,,,0.763961,,0.908551,0.964964,,,,135404.48,10831.93,146236.41,243.4766434573832,260.03,13.06,1014080.220000001,82.01440576230492,84.0,67.13133253301321,79.0,
